Date,Price,Open,High,Low,Volume,Change(%)
15 Apr 2020,1034.1,1076.55,1111.58,1027.94,16147959,-3.30%
13 Apr 2020,1069.44,1082.75,1092.69,1061.22,10822871,-2.52%
09 Apr 2020,1097.14,1091.79,1108.7,1072.91,15101711,2.33%
08 Apr 2020,1072.14,1061.22,1105.28,1043.23,22803774,-1.16%
07 Apr 2020,1084.69,991.16,1091.79,989.27,24859057,11.94%
03 Apr 2020,968.99,1020.25,1020.25,949.97,18912044,-0.28%
01 Apr 2020,971.69,1009.28,1011.39,939.99,19017099,-2.99%
31 Mar 2020,1001.63,965.84,1016.07,942.5,20249909,8.08%
30 Mar 2020,926.72,935.85,966.61,917.32,13820286,-3.30%
27 Mar 2020,958.33,984.77,995.83,940.88,19044644,-0.06%
26 Mar 2020,958.87,985.49,1004.47,937.42,20912934,-1.48%
25 Mar 2020,973.31,866.78,1035.63,866.28,33433126,14.72%
24 Mar 2020,848.43,836.38,872.36,805.62,20919322,6.71%
23 Mar 2020,795.06,823.97,854.37,787.5,18593713,-13.15%
20 Mar 2020,915.48,844.93,930.72,836.38,28967526,10.92%
19 Mar 2020,825.32,827.48,869.66,802.39,28072062,-5.25%
18 Mar 2020,871.01,922.09,931.62,864.26,20450497,-3.92%
17 Mar 2020,906.53,941.83,953.3,902.21,20777442,-0.76%
16 Mar 2020,913.45,953.79,971.01,903.83,17594729,-8.11%
13 Mar 2020,994.04,897.54,1025.24,847.53,33509757,3.98%
12 Mar 2020,955.99,975.78,990.17,943.13,25588170,-7.85%
11 Mar 2020,1037.43,996.46,1059.82,996.46,27237627,3.54%
09 Mar 2020,1001.99,1115.22,1116.07,984.77,40317808,-12.34%
06 Mar 2020,1143.06,1142.16,1158.48,1116.16,15422068,-3.06%
05 Mar 2020,1179.16,1216.08,1221.25,1174.53,13948324,-2.13%
04 Mar 2020,1204.84,1215.9,1217.52,1176.24,10105782,-0.23%
03 Mar 2020,1207.67,1195.85,1217.61,1188.92,12525809,2.03%
02 Mar 2020,1183.66,1218.69,1231.19,1170.13,13486634,-0.94%
28 Feb 2020,1194.9,1218.51,1220.4,1191.62,17973847,-4.15%
27 Feb 2020,1246.7,1248.28,1253.49,1231.19,11454300,-0.41%
26 Feb 2020,1251.87,1268.06,1270.18,1247.69,13423661,-1.72%
25 Feb 2020,1273.82,1305.3,1305.3,1268.06,12684109,-1.98%
24 Feb 2020,1299.49,1321.8,1328.32,1294.64,9769743,-2.76%
20 Feb 2020,1336.37,1346.3,1356.2,1334.43,7722577,-1.19%
19 Feb 2020,1352.42,1330.43,1354.8,1326.61,6438918,2.48%
18 Feb 2020,1319.68,1327.33,1327.33,1310.69,5086964,-0.73%
17 Feb 2020,1329.44,1339.11,1354.53,1325.89,6011340,-0.63%
14 Feb 2020,1337.85,1328.54,1350.31,1306.82,9704655,0.91%
13 Feb 2020,1325.75,1328.99,1328.99,1315.37,6201763,0.26%
12 Feb 2020,1322.29,1309.57,1326.38,1308.53,6187091,1.21%
11 Feb 2020,1306.51,1301.7,1318.61,1299.58,6400245,1.19%
10 Feb 2020,1291.09,1284.25,1299.99,1268.47,6922631,0.14%
07 Feb 2020,1289.33,1304.94,1306.15,1284.52,5581641,-1.66%
06 Feb 2020,1311.05,1307.72,1319.32,1295.13,7103715,0.64%
05 Feb 2020,1302.69,1290.46,1306.55,1286.32,8444823,1.55%
04 Feb 2020,1282.81,1259.07,1288.3,1257.09,11604666,2.95%
03 Feb 2020,1246.03,1232,1259.02,1225.84,14040626,0.16%
01 Feb 2020,1244.1,1263.84,1283.31,1233.08,11022901,-2.00%
31 Jan 2020,1269.55,1306.73,1306.96,1265.54,15886673,-2.22%
30 Jan 2020,1298.42,1330.12,1330.75,1295.04,10241756,-2.44%
29 Jan 2020,1330.88,1325.67,1343.97,1316.67,11313297,0.55%
28 Jan 2020,1323.6,1356.74,1358,1316.27,11215313,-2.31%
27 Jan 2020,1354.89,1362.4,1370.99,1353.5,6120429,-0.99%
24 Jan 2020,1368.38,1373.28,1381.69,1365.69,6687633,-0.35%
23 Jan 2020,1373.15,1381.83,1386.73,1367.62,5142088,-0.42%
22 Jan 2020,1379,1388.57,1391.05,1376.97,4719245,-0.04%
21 Jan 2020,1379.49,1374.72,1390.24,1368.79,8650831,0.10%
20 Jan 2020,1378.1,1447.03,1447.03,1372.75,14878868,-3.08%
17 Jan 2020,1421.85,1397.12,1425.4,1396.85,13469708,2.80%
16 Jan 2020,1383.09,1375.08,1387.99,1374.18,5873662,0.92%
15 Jan 2020,1370.45,1381.24,1384.89,1365.42,7231393,-0.36%
14 Jan 2020,1375.44,1384.98,1393.97,1368.65,7230788,-0.93%
13 Jan 2020,1388.3,1389.52,1401.79,1383.54,8358090,-0.26%
10 Jan 2020,1391.86,1395.68,1401.12,1384.66,5704686,-0.02%
09 Jan 2020,1392.17,1383.72,1393.97,1377.11,6849606,2.30%
08 Jan 2020,1360.83,1362.49,1379.98,1358,7336561,-0.75%
07 Jan 2020,1371.13,1366.09,1380.03,1361.14,7627191,1.54%
06 Jan 2020,1350.35,1366.99,1374.09,1347.2,11209343,-2.32%
03 Jan 2020,1382.41,1378.68,1386.46,1369.69,9593498,0.12%
02 Jan 2020,1380.75,1359.79,1385.83,1359.79,8096561,1.70%
01 Jan 2020,1357.64,1365.19,1373.37,1353.95,6402372,-0.29%
31 Dec 2019,1361.64,1386.77,1388.3,1356.24,10150467,-1.95%
30 Dec 2019,1388.75,1390.33,1391.86,1374.23,7828402,0.12%
27 Dec 2019,1387.09,1373.28,1390.55,1368.16,8081591,1.78%
26 Dec 2019,1362.85,1386.46,1396.62,1358.13,13605737,-2.01%
24 Dec 2019,1390.78,1410.97,1413.8,1387.22,8251144,-1.59%
23 Dec 2019,1413.22,1403.05,1418.75,1400.98,11478429,-1.73%
20 Dec 2019,1438.13,1452.43,1454.72,1435.43,9724619,-0.67%
19 Dec 2019,1447.88,1415.28,1452.34,1413.58,9375484,2.16%
18 Dec 2019,1417.22,1405.66,1420.95,1404.76,6739582,0.84%
17 Dec 2019,1405.39,1409.03,1420.05,1398.96,9291724,-0.25%
16 Dec 2019,1408.9,1431.74,1433.45,1406.88,5436951,-1.03%
13 Dec 2019,1423.56,1420.95,1429.94,1414.11,5791522,0.94%
12 Dec 2019,1410.34,1412.18,1415.42,1399.95,4720977,0.37%
11 Dec 2019,1405.12,1399.01,1416,1394.51,5652698,0.03%
10 Dec 2019,1404.72,1413.8,1415.19,1397.7,4650906,-0.68%
09 Dec 2019,1414.29,1399.5,1418.61,1390.82,5779807,1.14%
06 Dec 2019,1398.38,1396.67,1410.16,1385.97,5982129,0.26%
05 Dec 2019,1394.73,1415.55,1420.72,1388.57,9117022,-0.12%
04 Dec 2019,1396.4,1414.65,1418.7,1379.36,9594828,-1.66%
03 Dec 2019,1419.96,1432.42,1433.54,1414.29,5938786,-0.48%
02 Dec 2019,1426.8,1438.94,1451.93,1418.25,14275186,2.28%
29 Nov 2019,1395,1422.7,1422.7,1392.04,8484822,-1.84%
28 Nov 2019,1421.22,1414.34,1424.68,1406.52,6284885,0.67%
27 Nov 2019,1411.82,1402.92,1416.9,1399.46,4408336,0.62%
26 Nov 2019,1403.19,1410.25,1417.67,1399.37,16152137,-0.08%
25 Nov 2019,1404.36,1395,1407.28,1394.87,6924313,0.97%
22 Nov 2019,1390.82,1386.86,1411.51,1382.82,10218978,0.58%
21 Nov 2019,1382.82,1389.47,1399.37,1374.68,6810577,-0.65%
20 Nov 2019,1391.86,1398.51,1414.11,1387.85,19904164,2.51%
19 Nov 2019,1357.77,1319.32,1362.4,1317.53,13795569,3.46%
18 Nov 2019,1312.31,1324.41,1336.41,1308.89,6435097,-0.79%
15 Nov 2019,1322.79,1318.11,1337.13,1315.86,7173674,0.55%
14 Nov 2019,1315.5,1327.42,1332.46,1309.25,6518339,-0.65%
13 Nov 2019,1324.09,1286.05,1327.33,1286.05,11532364,3.12%
11 Nov 2019,1284.07,1294.23,1298.86,1279.35,5192423,-1.22%
08 Nov 2019,1299.99,1303.14,1312.71,1296.21,5494844,-0.90%
07 Nov 2019,1311.77,1290.55,1315.73,1288.03,6438749,1.65%
06 Nov 2019,1290.46,1297.47,1300.84,1284.7,6686289,-0.86%
05 Nov 2019,1301.61,1315.82,1321.08,1295.94,5799318,-0.71%
04 Nov 2019,1310.92,1318.34,1322.92,1299.63,6429329,0.05%
01 Nov 2019,1310.24,1308.53,1314.65,1295.94,6356579,-0.51%
31 Oct 2019,1316.94,1334.61,1339.69,1314.56,8898168,-1.00%
30 Oct 2019,1330.21,1331.02,1335.11,1313.3,7470723,0.82%
29 Oct 2019,1319.37,1299.99,1331.02,1296.93,11780494,2.29%
27 Oct 2019,1289.87,1295.94,1299.54,1286.05,1378313,0.21%
25 Oct 2019,1287.13,1296.03,1296.35,1269.19,6190013,-0.37%
24 Oct 2019,1291.85,1259.97,1296.3,1246.97,10351384,3.16%
23 Oct 2019,1252.23,1273.73,1282.41,1243.92,8432964,-1.54%
22 Oct 2019,1271.79,1281.55,1292.21,1262.08,12703054,-0.16%
18 Oct 2019,1273.77,1262.67,1284.16,1257.9,12856410,1.42%
17 Oct 2019,1255.92,1236.59,1258.17,1233.89,7332464,1.76%
16 Oct 2019,1234.2,1232,1240.77,1226.42,8870701,0.60%
15 Oct 2019,1226.83,1225.34,1232.09,1217.97,4422075,0.45%
14 Oct 2019,1221.3,1227.55,1227.55,1214.87,6123412,0.40%
11 Oct 2019,1216.44,1226.42,1228.13,1202.01,7587648,-0.74%
10 Oct 2019,1225.57,1191.62,1231.19,1188.02,16003744,2.87%
09 Oct 2019,1191.39,1176.96,1196.07,1162.39,8040938,1.12%
